year,transect,site,treat,plot,Source,plant,tbo,Ln.tot,Fr.tot,aveseed1,aveseed2,totgoodseed,totbadseed,plotID,subplotID
2011,HB,A,TR,3,H,2.3,0,6,2,4,NA,8,7,HB.A.3,HB.A.3.H
2011,HB,H,TR,1,L,2.4,0,12,2,3.75,NA,8,1.5,HB.H.1,HB.H.1.L
2011,HB,H,TR,2,M,1.5,0,11,1,2,NA,2,0,HB.H.2,HB.H.2.M
2011,HB,H,TR,2,MT,3.5,0,9,3,2,NA,6,0,HB.H.2,HB.H.2.MT
2011,HB,H,TR,2,MT,5.2,0,8,3,8.2,NA,25,0,HB.H.2,HB.H.2.MT
2011,HB,H,TR,2,MT,5.3,0,10,2,8.5,NA,17,0,HB.H.2,HB.H.2.MT
2011,HB,H,TR,3,H,4.2,0,8,2,4.5,NA,9,0,HB.H.3,HB.H.3.H
2011,HB,H,TR,3,H,5.2,0,6,2,6.5,NA,13,0,HB.H.3,HB.H.3.H
2011,HB,H,TR,3,M,2.4,0,9,1,5,NA,5,0,HB.H.3,HB.H.3.M
2011,HB,H,TR,3,M,4.1,0,10,1,3,NA,3,0,HB.H.3,HB.H.3.M
2011,HB,H,TR,3,M,5.4,0,12,3,1.666666667,NA,5,0,HB.H.3,HB.H.3.M
2011,HB,H,TR,3,MT,5.4,0,6,1,6,NA,6,0,HB.H.3,HB.H.3.MT
2011,HB,H,TR,4,H,2.3,0,8,3,7.333333333,NA,22,0,HB.H.4,HB.H.4.H
2011,HB,H,TR,4,MT,3.1,0,9,6,8.6,NA,52,0,HB.H.4,HB.H.4.MT
2011,HB,H,TR,6,F,1.2,0,23,6,6.4,NA,38,18,HB.H.6,HB.H.6.F
2011,HB,H,TR,6,F,1.5,0,26,12,7,3,68,18.33333333,HB.H.6,HB.H.6.F
2011,HB,H,TR,6,F,2.2,0,11,2,8,NA,16,3,HB.H.6,HB.H.6.F
2011,HB,H,TR,6,F,2.5,0,11,4,2.5,NA,10,4,HB.H.6,HB.H.6.F
2011,HB,H,TR,6,F,3.2,0,12,6,3.6,NA,22,4.8,HB.H.6,HB.H.6.F
2011,HB,H,TR,6,H,1.1,0,8,3,6.666666667,NA,20,0,HB.H.6,HB.H.6.H
2011,HB,H,TR,6,H,5.5,0,11,8,7.333333333,NA,59,0,HB.H.6,HB.H.6.H
2011,HB,H,TR,6,M,1.2,0,11,4,4.5,NA,18,0,HB.H.6,HB.H.6.M
2011,HB,H,TR,6,M,1.4,0,11,3,4,NA,12,0,HB.H.6,HB.H.6.M
2011,HB,H,TR,6,M,2.5,0,16,7,5.857142857,NA,41,1,HB.H.6,HB.H.6.M
2011,HB,H,TR,6,M,3.4,0,14,4,5.5,NA,22,0,HB.H.6,HB.H.6.M
2011,HB,H,TR,6,M,5.1,0,16,2,11.5,NA,23,0,HB.H.6,HB.H.6.M
2011,HB,H,TR,6,MT,1.3,0,10,1,3,NA,3,0,HB.H.6,HB.H.6.MT
2011,HB,H,TR,7,F,1.2,0,31,14,9.6,1.75,95,0,HB.H.7,HB.H.7.F
2011,HB,H,TR,7,F,2.1,0,12,1,2,NA,2,0,HB.H.7,HB.H.7.F
2011,HB,H,TR,7,F,4.5,0,17,7,6.5,6,44,0,HB.H.7,HB.H.7.F
2011,HB,H,TR,7,MT,2.1,0,11,9,9.25,NA,83,2.25,HB.H.7,HB.H.7.MT
2011,HB,H,TR,7,MT,2.4,0,10,3,9.333333333,NA,28,0,HB.H.7,HB.H.7.MT
2011,HB,H,TR,7,MT,3.5,0,10,4,8.75,NA,35,0,HB.H.7,HB.H.7.MT
2011,HB,H,TR,7,MT,4.2,0,9,5,8.333333333,NA,42,3.333333333,HB.H.7,HB.H.7.MT
2011,HB,H,TR,8,H,4.3,0,8,1,8,NA,8,0,HB.H.8,HB.H.8.H
2011,HB,H,TR,8,H,5.4,0,8,1,8,NA,8,0,HB.H.8,HB.H.8.H
2011,HB,H,TR,8,MT,3.1,0,7,1,4,NA,4,0,HB.H.8,HB.H.8.MT
2011,HB,HE,TR,1,HE,3.2,0,7,3,4.333333333,NA,13,0,HB.HE.1,HB.HE.1.HE
2011,HB,HE,TR,10,MT,5.5,0,8,1,3,NA,3,2,HB.HE.10,HB.HE.10.MT
2011,HB,HE,TR,3,H,3.1,0,9,2,8.5,NA,17,0,HB.HE.3,HB.HE.3.H
2011,HB,HE,TR,3,M,2.1,0,12,3,7.26,NA,22,0,HB.HE.3,HB.HE.3.M
2011,HB,HE,TR,3,M,5.4,0,11,1,7.26,NA,7,0,HB.HE.3,HB.HE.3.M
2011,HB,HE,TR,4,F,5.5,0,26,6,8.333333333,NA,50,0,HB.HE.4,HB.HE.4.F
2011,HB,HE,TR,4,H,5.4,0,8,3,5.333333333,NA,16,0,HB.HE.4,HB.HE.4.H
2011,HB,HE,TR,6,M,2.1,0,12,2,7.26,NA,15,0,HB.HE.6,HB.HE.6.M
2011,HB,HE,TR,7,F,3.1,0,19,4,10.5,10.5,42,0,HB.HE.7,HB.HE.7.F
2011,HB,HE,TR,7,HE,1.2,0,8,2,3.5,NA,7,1,HB.HE.7,HB.HE.7.HE
2011,HB,HE,TR,8,M,3.1,0,12,1,7.26,NA,7,0,HB.HE.8,HB.HE.8.M
2011,HB,HE,TR,9,F,2.4,0,11,1,7.26,NA,7,0,HB.HE.9,HB.HE.9.F
2011,HB,HE,TR,9,L,2.4,0,13,3,5,NA,15,0,HB.HE.9,HB.HE.9.L
2011,HB,L,TR,1,H,1.2,0,11,5,12,NA,60,0,HB.L.1,HB.L.1.H
2011,HB,L,TR,1,H,1.3,1,11,2,NA,8.5,17,0,HB.L.1,HB.L.1.H
2011,HB,L,TR,1,H,2.2,0,12,5,9.6,NA,48,0,HB.L.1,HB.L.1.H
2011,HB,L,TR,1,H,3.2,0,8,3,4.666666667,NA,14,0,HB.L.1,HB.L.1.H
2011,HB,L,TR,1,H,3.3,0,11,5,12.8,NA,64,1,HB.L.1,HB.L.1.H
2011,HB,L,TR,1,H,4.4,0,9,2,12.5,NA,25,0,HB.L.1,HB.L.1.H
2011,HB,L,TR,1,H,5.1,0,9,4,8.25,NA,33,0,HB.L.1,HB.L.1.H
2011,HB,L,TR,1,H,5.3,0,10,8,10.625,NA,85,5,HB.L.1,HB.L.1.H
2011,HB,L,TR,1,L,1.1,0,21,16,8.714285714,10,139,0,HB.L.1,HB.L.1.L
2011,HB,L,TR,1,L,2.3,0,13,4,5,NA,20,0,HB.L.1,HB.L.1.L
2011,HB,L,TR,1,L,2.4,0,18,8,6,NA,48,0,HB.L.1,HB.L.1.L
2011,HB,L,TR,1,L,3.1,0,18,6,8,NA,48,0,HB.L.1,HB.L.1.L
2011,HB,L,TR,1,L,4.4,0,28,10,9.5,NA,95,0,HB.L.1,HB.L.1.L
2011,HB,L,TR,1,M,1.5,0,22,13,9.222222222,1,103,4.888888889,HB.L.1,HB.L.1.M
2011,HB,L,TR,1,M,2.1,0,13,5,4.2,NA,21,1,HB.L.1,HB.L.1.M
2011,HB,L,TR,1,M,2.4,0,11,6,7.666666667,NA,46,0,HB.L.1,HB.L.1.M
2011,HB,L,TR,1,M,3.1,0,13,6,8.4,NA,50,2.4,HB.L.1,HB.L.1.M
2011,HB,L,TR,1,M,5.5,0,57,48,11.86363636,7.571428571,475,5,HB.L.1,HB.L.1.M
2011,HB,L,TR,10,H,1.2,0,9,4,0.75,NA,3,0,HB.L.10,HB.L.10.H
2011,HB,L,TR,10,H,3.1,0,8,5,5,NA,25,0,HB.L.10,HB.L.10.H
2011,HB,L,TR,10,H,4.1,0,7,2,1,NA,2,0,HB.L.10,HB.L.10.H
2011,HB,L,TR,10,H,4.4,0,10,5,3,NA,15,0,HB.L.10,HB.L.10.H
2011,HB,L,TR,10,L,1.2,0,16,1,4,NA,4,0,HB.L.10,HB.L.10.L
2011,HB,L,TR,10,L,1.5,0,18,6,2.333333333,NA,14,0,HB.L.10,HB.L.10.L
2011,HB,L,TR,10,L,4.3,0,18,10,4.2,NA,42,0,HB.L.10,HB.L.10.L
2011,HB,L,TR,10,M,1.1,0,11,4,9,NA,36,1,HB.L.10,HB.L.10.M
2011,HB,L,TR,10,M,1.4,0,16,10,8.9,NA,89,3,HB.L.10,HB.L.10.M
2011,HB,L,TR,10,M,1.5,0,15,11,7.818181818,NA,86,0,HB.L.10,HB.L.10.M
2011,HB,L,TR,10,M,2.5,0,13,6,13,NA,78,2,HB.L.10,HB.L.10.M
2011,HB,L,TR,10,M,3.1,1,3,2,10,NA,20,0,HB.L.10,HB.L.10.M
2011,HB,L,TR,10,M,4.1,0,12,5,5.6,NA,28,36,HB.L.10,HB.L.10.M
2011,HB,L,TR,10,M,4.4,0,12,6,14.5,NA,87,3,HB.L.10,HB.L.10.M
2011,HB,L,TR,10,M,5.2,0,19,11,12.90909091,NA,142,0,HB.L.10,HB.L.10.M
2011,HB,L,TR,2,H,1.2,0,8,4,8.25,NA,33,1,HB.L.2,HB.L.2.H
2011,HB,L,TR,2,H,1.4,0,7,2,3,NA,6,0,HB.L.2,HB.L.2.H
2011,HB,L,TR,2,H,3.5,0,9,7,10.71428571,NA,75,1,HB.L.2,HB.L.2.H
2011,HB,L,TR,2,H,4.1,0,8,4,7,NA,28,0,HB.L.2,HB.L.2.H
2011,HB,L,TR,2,H,4.5,0,10,8,8.5,NA,68,0,HB.L.2,HB.L.2.H
2011,HB,L,TR,2,H,5.4,0,7,3,7.666666667,NA,23,0,HB.L.2,HB.L.2.H
2011,HB,L,TR,2,L,1.1,1,20,2,NA,6.2,12,0,HB.L.2,HB.L.2.L
2011,HB,L,TR,2,L,3.2,0,13,5,2,NA,10,0,HB.L.2,HB.L.2.L
2011,HB,L,TR,2,L,3.3,0,16,11,9,NA,99,0,HB.L.2,HB.L.2.L
2011,HB,L,TR,2,L,4.1,0,16,6,5.833333333,NA,35,0,HB.L.2,HB.L.2.L
2011,HB,L,TR,2,L,4.2,0,16,9,7.666666667,NA,69,0,HB.L.2,HB.L.2.L
2011,HB,L,TR,2,L,4.5,0,12,3,1.433333333,NA,4,0,HB.L.2,HB.L.2.L
2011,HB,L,TR,2,L,5.2,0,15,5,7.2,NA,36,0,HB.L.2,HB.L.2.L
2011,HB,L,TR,2,L,5.5,0,12,3,3.333333333,NA,10,0,HB.L.2,HB.L.2.L
2011,HB,L,TR,2,M,1.4,0,31,20,10.2,8.142857143,190,1,HB.L.2,HB.L.2.M
2011,HB,L,TR,2,M,1.5,0,26,20,11.25,7.666666667,204,5.5,HB.L.2,HB.L.2.M
2011,HB,L,TR,2,M,2.4,0,26,21,12.5,8.833333333,240,0,HB.L.2,HB.L.2.M
2011,HB,L,TR,2,M,3.3,0,24,17,7.25,3,106,16.25,HB.L.2,HB.L.2.M
2011,HB,L,TR,2,M,3.5,0,13,7,10.66666667,NA,75,2.333333333,HB.L.2,HB.L.2.M
2011,HB,L,TR,2,M,4.4,0,24,8,12.28571429,3,89,0,HB.L.2,HB.L.2.M
2011,HB,L,TR,2,M,5.1,0,14,9,8.714285714,NA,78,0,HB.L.2,HB.L.2.M
2011,HB,L,TR,2,M,5.2,0,18,10,10,6,96,1.8,HB.L.2,HB.L.2.M
2011,HB,L,TR,2,M,5.4,0,13,10,12,NA,120,0,HB.L.2,HB.L.2.M
2011,HB,L,TR,3,H,1.2,0,6,2,2,NA,4,0,HB.L.3,HB.L.3.H
2011,HB,L,TR,3,H,1.4,0,8,4,9.75,NA,39,0,HB.L.3,HB.L.3.H
2011,HB,L,TR,3,H,2.1,0,5,1,6,NA,6,0,HB.L.3,HB.L.3.H
2011,HB,L,TR,3,H,2.2,0,8,4,7,NA,28,0,HB.L.3,HB.L.3.H
2011,HB,L,TR,3,H,2.3,0,9,4,5.25,NA,21,1,HB.L.3,HB.L.3.H
2011,HB,L,TR,3,H,2.4,0,7,2,3,NA,6,0,HB.L.3,HB.L.3.H
2011,HB,L,TR,3,H,2.5,0,6,1,3,NA,3,0,HB.L.3,HB.L.3.H
2011,HB,L,TR,3,H,3.1,0,6,1,2,NA,2,0,HB.L.3,HB.L.3.H
2011,HB,L,TR,3,H,3.2,0,6,1,8,NA,8,0,HB.L.3,HB.L.3.H
2011,HB,L,TR,3,H,3.4,0,8,3,9,NA,27,1,HB.L.3,HB.L.3.H
