"","year","month","day","Tmax","Tmin","type","date","Tmax30","Tmin10","gdd","site","half","Tminbelow10","transect"
"9852",2013,7,24,24.9,9.3,"hobo",2013-07-24,24.9,10,7.45,"E",2,1,"HB"
"10272",2013,7,25,28,9.5,"hobo",2013-07-25,28,10,9,"E",2,1,"HB"
"10692",2013,7,26,33.4,8.9,"hobo",2013-07-26,30,10,10,"E",2,1,"HB"
"11118",2013,7,27,27.7,7.7,"hobo",2013-07-27,27.7,10,8.85,"E",2,1,"HB"
"11532",2013,7,28,17,6.4,"hobo",2013-07-28,17,10,3.5,"E",2,1,"HB"
"11917",2013,7,29,12.2,2.4,"hobo",2013-07-29,12.2,10,1.1,"E",2,1,"HB"
"12282",2013,7,30,18.2,1.1,"hobo",2013-07-30,18.2,10,4.1,"E",2,1,"HB"
"12591",2013,7,31,30.6,4.4,"hobo",2013-07-31,30,10,10,"E",2,1,"HB"
"2727",2013,8,1,17.7,7.1,"hobo",2013-08-01,17.7,10,3.85,"E",1,1,"HB"
"6820",2013,8,2,11.7,6.8,"hobo",2013-08-02,11.7,10,0.85,"E",1,1,"HB"
"10917",2013,8,3,20.9,6.4,"hobo",2013-08-03,20.9,10,5.45,"E",1,1,"HB"
"1507",2013,8,4,20.8,5.8,"hobo",2013-08-04,20.8,10,5.4,"E",1,1,"HB"
"19111",2013,8,5,25.8,6,"hobo",2013-08-05,25.8,10,7.9,"E",1,1,"HB"
"2337",2013,8,6,30,4.7,"hobo",2013-08-06,30,10,10,"E",1,1,"HB"
"2757",2013,8,7,25.4,5.6,"hobo",2013-08-07,25.4,10,7.7,"E",1,1,"HB"
"3177",2013,8,8,15.1,8.5,"hobo",2013-08-08,15.1,10,2.55,"E",1,1,"HB"
"3594",2013,8,9,27.8,7.5,"hobo",2013-08-09,27.8,10,8.9,"E",1,1,"HB"
"40110",2013,8,10,31.9,8.3,"hobo",2013-08-10,30,10,10,"E",1,1,"HB"
"4424",2013,8,11,33.9,7.5,"hobo",2013-08-11,30,10,10,"E",1,1,"HB"
"4844",2013,8,12,28.5,8.5,"hobo",2013-08-12,28.5,10,9.25,"E",1,1,"HB"
"5264",2013,8,13,31,7.3,"hobo",2013-08-13,30,10,10,"E",1,1,"HB"
"5684",2013,8,14,37.5,7.5,"hobo",2013-08-14,30,10,10,"E",1,1,"HB"
"61010",2013,8,15,27.8,8.1,"hobo",2013-08-15,27.8,10,8.9,"E",1,1,"HB"
"6524",2013,8,16,34.7,7.9,"hobo",2013-08-16,30,10,10,"E",2,1,"HB"
"6943",2013,8,17,36.1,6.8,"hobo",2013-08-17,30,10,10,"E",2,1,"HB"
"7363",2013,8,18,39,6.4,"hobo",2013-08-18,30,10,10,"E",2,1,"HB"
"7783",2013,8,19,33.5,6.1,"hobo",2013-08-19,30,10,10,"E",2,1,"HB"
"8203",2013,8,20,39.2,2.9,"hobo",2013-08-20,30,10,10,"E",2,1,"HB"
"8623",2013,8,21,37.7,1.8,"hobo",2013-08-21,30,10,10,"E",2,1,"HB"
"9043",2013,8,22,42.2,5.1,"hobo",2013-08-22,30,10,10,"E",2,1,"HB"
"9463",2013,8,23,23.8,6.3,"hobo",2013-08-23,23.8,10,6.9,"E",2,1,"HB"
"9882",2013,8,24,39.8,3.3,"hobo",2013-08-24,30,10,10,"E",2,1,"HB"
"10302",2013,8,25,32.5,6.6,"hobo",2013-08-25,30,10,10,"E",2,1,"HB"
"10722",2013,8,26,38,6.2,"hobo",2013-08-26,30,10,10,"E",2,1,"HB"
"11142",2013,8,27,37.7,4.2,"hobo",2013-08-27,30,10,10,"E",2,1,"HB"
"11562",2013,8,28,26.3,5,"hobo",2013-08-28,26.3,10,8.15,"E",2,1,"HB"
"11942",2013,8,29,33,4.8,"hobo",2013-08-29,30,10,10,"E",2,1,"HB"
"12317",2013,8,30,30.5,3.9,"hobo",2013-08-30,30,10,10,"E",2,1,"HB"
"12621",2013,8,31,33.3,1.3,"hobo",2013-08-31,30,10,10,"E",2,1,"HB"
"3027",2013,9,1,42.3,4.1,"hobo",2013-09-01,30,10,10,"E",1,1,"HB"
"7119",2013,9,2,28.4,7,"hobo",2013-09-02,28.4,10,9.2,"E",1,1,"HB"
"11217",2013,9,3,35.6,8.3,"hobo",2013-09-03,30,10,10,"E",1,1,"HB"
"1537",2013,9,4,39.7,6.2,"hobo",2013-09-04,30,10,10,"E",1,1,"HB"
"1947",2013,9,5,30,8.5,"hobo",2013-09-05,30,10,10,"E",1,1,"HB"
"2367",2013,9,6,17.9,8.5,"hobo",2013-09-06,17.9,10,3.95,"E",1,1,"HB"
"2787",2013,9,7,12.1,6.9,"hobo",2013-09-07,12.1,10,1.05,"E",1,1,"HB"
"3207",2013,9,8,27.3,4.1,"hobo",2013-09-08,27.3,10,8.65,"E",1,1,"HB"
"3624",2013,9,9,32.7,6.3,"hobo",2013-09-09,30,10,10,"E",1,1,"HB"
"4044",2013,9,10,37.1,4.7,"hobo",2013-09-10,30,10,10,"E",1,1,"HB"
"4454",2013,9,11,35.6,6.7,"hobo",2013-09-11,30,10,10,"E",1,1,"HB"
"4874",2013,9,12,35.564,8.1945,"hobo",2013-09-12,30,10,10,"E",1,1,"HB"
"5294",2013,9,13,40.3345,7.742,"hobo",2013-09-13,30,10,10,"E",1,1,"HB"
"57110",2013,9,14,30.506,7.7905,"hobo",2013-09-14,30,10,10,"E",1,1,"HB"
"6134",2013,9,15,37.032,7.43,"hobo",2013-09-15,30,10,10,"E",1,1,"HB"
"6554",2013,9,16,31.004,5.3315,"hobo",2013-09-16,30,10,10,"E",2,1,"HB"
"6973",2013,9,17,31.255,3.2725,"hobo",2013-09-17,30,10,10,"E",2,1,"HB"
"7393",2013,9,18,6.188,1.839,"hobo",2013-09-18,10,10,0,"E",2,1,"HB"
"7818",2013,9,19,2.6935,1.1635,"hobo",2013-09-19,10,10,0,"E",2,1,"HB"
"8233",2013,9,20,24.605,0.061,"hobo",2013-09-20,24.605,10,7.3025,"E",2,1,"HB"
"8653",2013,9,21,24.1345,1.492,"hobo",2013-09-21,24.1345,10,7.06725,"E",2,1,"HB"
"9073",2013,9,22,22.1925,-0.4465,"hobo",2013-09-22,22.1925,10,6.09625,"E",2,1,"HB"
"9493",2013,9,23,24.093,-1.232,"hobo",2013-09-23,24.093,10,7.0465,"E",2,1,"HB"
"9918",2013,9,24,12.001,-1.1635,"hobo",2013-09-24,12.001,10,1.0005,"E",2,1,"HB"
"10332",2013,9,25,2.243,1.2855,"hobo",2013-09-25,10,10,0,"E",2,1,"HB"
"10752",2013,9,26,1.245,0.932,"hobo",2013-09-26,10,10,0,"E",2,1,"HB"
"11172",2013,9,27,0.932,0.823,"hobo",2013-09-27,10,10,0,"E",2,1,"HB"
"11592",2013,9,28,0.8235,0.6185,"hobo",2013-09-28,10,10,0,"E",2,1,"HB"
"11972",2013,9,29,0.7415,0.659,"hobo",2013-09-29,10,10,0,"E",2,1,"HB"
"12342",2013,9,30,0.659,0.6315,"hobo",2013-09-30,10,10,0,"E",2,1,"HB"
"3326",2013,10,1,0.6455,0.604,"hobo",2013-10-01,10,10,0,"E",1,1,"HB"
"7419",2013,10,2,0.673,0.549,"hobo",2013-10-02,10,10,0,"E",1,1,"HB"
"11518",2013,10,3,0.6045,0.5765,"hobo",2013-10-03,10,10,0,"E",1,1,"HB"
"1567",2013,10,4,0.604,0.2995,"hobo",2013-10-04,10,10,0,"E",1,1,"HB"
"1987",2013,10,5,0.6045,0.5495,"hobo",2013-10-05,10,10,0,"E",1,1,"HB"
"2407",2013,10,6,0.6455,0.5495,"hobo",2013-10-06,10,10,0,"E",1,1,"HB"
"2828",2013,10,7,0.8105,0.5355,"hobo",2013-10-07,10,10,0,"E",1,1,"HB"
"3246",2013,10,8,0.5355,-1.061,"hobo",2013-10-08,10,10,0,"E",1,1,"HB"
"3664",2013,10,9,0.4805,0.3975,"hobo",2013-10-09,10,10,0,"E",1,1,"HB"
"4084",2013,10,10,0.439,0.023,"hobo",2013-10-10,10,10,0,"E",1,1,"HB"
"4494",2013,10,11,0.4115,-1.049,"hobo",2013-10-11,10,10,0,"E",1,1,"HB"
"4919",2013,10,12,0.093,-1.1625,"hobo",2013-10-12,10,10,0,"E",1,1,"HB"
"5334",2013,10,13,0.051,-1.8785,"hobo",2013-10-13,10,10,0,"E",1,1,"HB"
"5754",2013,10,14,0.093,-1.618,"hobo",2013-10-14,10,10,0,"E",1,1,"HB"
"6174",2013,10,15,0.4665,-1.5615,"hobo",2013-10-15,10,10,0,"E",1,1,"HB"
"6594",2013,10,16,0.107,-0.3265,"hobo",2013-10-16,10,10,0,"E",2,1,"HB"
"7019",2013,10,17,0.1625,-0.367,"hobo",2013-10-17,10,10,0,"E",2,1,"HB"
"7433",2013,10,18,0.8505,-0.8455,"hobo",2013-10-18,10,10,0,"E",2,1,"HB"
"7853",2013,10,19,3.918,-1.158,"hobo",2013-10-19,10,10,0,"E",2,1,"HB"
"8273",2013,10,20,6.861,-1.243,"hobo",2013-10-20,10,10,0,"E",2,1,"HB"
"8693",2013,10,21,24.7385,-1.3725,"hobo",2013-10-21,24.7385,10,7.36925,"E",2,1,"HB"
"9119",2013,10,22,26.85,0.061,"hobo",2013-10-22,26.85,10,8.425,"E",2,1,"HB"
"9533",2013,10,23,26.256,-0.6965,"hobo",2013-10-23,26.256,10,8.128,"E",2,1,"HB"
"9952",2013,10,24,23.1,-0.3775,"hobo",2013-10-24,23.1,10,6.55,"E",2,1,"HB"
"10372",2013,10,25,23.797,-1.434,"hobo",2013-10-25,23.797,10,6.8985,"E",2,1,"HB"
"10792",2013,10,26,27.697,-2.637,"hobo",2013-10-26,27.697,10,8.8485,"E",2,1,"HB"
"11218",2013,10,27,0.9605,-1.2195,"hobo",2013-10-27,10,10,0,"E",2,1,"HB"
"11632",2013,10,28,0.4645,0.3965,"hobo",2013-10-28,10,10,0,"E",2,1,"HB"
"12018",2013,10,29,0.397,0.369,"hobo",2013-10-29,10,10,0,"E",2,1,"HB"
"12381",2013,10,30,0.3975,0.3695,"hobo",2013-10-30,10,10,0,"E",2,1,"HB"
"12661",2013,10,31,0.384,0.3565,"hobo",2013-10-31,10,10,0,"E",2,1,"HB"
"3720",2013,11,1,0.3565,0.3565,"hobo",2013-11-01,10,10,0,"E",1,1,"HB"
"7819",2013,11,2,0.3565,0.329,"hobo",2013-11-02,10,10,0,"E",1,1,"HB"
"11918",2013,11,3,0.3425,0.315,"hobo",2013-11-03,10,10,0,"E",1,1,"HB"
"1607",2013,11,4,0.315,0.287,"hobo",2013-11-04,10,10,0,"E",1,1,"HB"
"2028",2013,11,5,0.301,0.287,"hobo",2013-11-05,10,10,0,"E",1,1,"HB"
"2447",2013,11,6,0.301,0.093,"hobo",2013-11-06,10,10,0,"E",1,1,"HB"
"2867",2013,11,7,0.19,-0.0185,"hobo",2013-11-07,10,10,0,"E",1,1,"HB"
"3286",2013,11,8,0.1205,0.0795,"hobo",2013-11-08,10,10,0,"E",1,1,"HB"
"3704",2013,11,9,0.1205,0.0795,"hobo",2013-11-09,10,10,0,"E",1,1,"HB"
"4124",2013,11,10,0.107,0.0795,"hobo",2013-11-10,10,10,0,"E",1,1,"HB"
"4534",2013,11,11,0.0935,0.0515,"hobo",2013-11-11,10,10,0,"E",1,1,"HB"
"4954",2013,11,12,0.1485,0.0795,"hobo",2013-11-12,10,10,0,"E",1,1,"HB"
"5374",2013,11,13,0.204,0.1485,"hobo",2013-11-13,10,10,0,"E",1,1,"HB"
"5794",2013,11,14,0.204,0.1485,"hobo",2013-11-14,10,10,0,"E",1,1,"HB"
"6219",2013,11,15,0.1625,0.0235,"hobo",2013-11-15,10,10,0,"E",1,1,"HB"
"6634",2013,11,16,0.0375,-0.0735,"hobo",2013-11-16,10,10,0,"E",2,1,"HB"
"7053",2013,11,17,-0.0735,-0.2275,"hobo",2013-11-17,10,10,0,"E",2,1,"HB"
"7473",2013,11,18,-0.1435,-0.2275,"hobo",2013-11-18,10,10,0,"E",2,1,"HB"
"7893",2013,11,19,-0.046,-0.1435,"hobo",2013-11-19,10,10,0,"E",2,1,"HB"
"8319",2013,11,20,-0.06,-0.1435,"hobo",2013-11-20,10,10,0,"E",2,1,"HB"
"8733",2013,11,21,-0.1435,-0.311,"hobo",2013-11-21,10,10,0,"E",2,1,"HB"
"9153",2013,11,22,-0.283,-0.367,"hobo",2013-11-22,10,10,0,"E",2,1,"HB"
"9573",2013,11,23,-0.227,-0.311,"hobo",2013-11-23,10,10,0,"E",2,1,"HB"
"9992",2013,11,24,-0.1435,-0.227,"hobo",2013-11-24,10,10,0,"E",2,1,"HB"
"10418",2013,11,25,-0.1295,-0.185,"hobo",2013-11-25,10,10,0,"E",2,1,"HB"
"10832",2013,11,26,-0.1435,-0.171,"hobo",2013-11-26,10,10,0,"E",2,1,"HB"
"11252",2013,11,27,-0.1295,-0.199,"hobo",2013-11-27,10,10,0,"E",2,1,"HB"
"11672",2013,11,28,-0.1435,-0.199,"hobo",2013-11-28,10,10,0,"E",2,1,"HB"
"12052",2013,11,29,-0.1435,-0.171,"hobo",2013-11-29,10,10,0,"E",2,1,"HB"
"12421",2013,11,30,-0.1295,-0.185,"hobo",2013-11-30,10,10,0,"E",2,1,"HB"
"4120",2013,12,1,-0.157,-0.241,"hobo",2013-12-01,10,10,0,"E",1,1,"HB"
