"","year","month","day","Tmax","Tmin","type","date","Tmax30","Tmin10","gdd","site","half","Tminbelow10","transect"
"2516",2012,12,11,-2,-2.5,"ibut",2012-12-11,10,10,0,"H",1,1,"HB"
"2744",2012,12,12,-2,-3,"ibut",2012-12-12,10,10,0,"H",1,1,"HB"
"2974",2012,12,13,-3,-3.5,"ibut",2012-12-13,10,10,0,"H",1,1,"HB"
"3204",2012,12,14,-3,-4,"ibut",2012-12-14,10,10,0,"H",1,1,"HB"
"3432",2012,12,15,-3.5,-4.5,"ibut",2012-12-15,10,10,0,"H",1,1,"HB"
"3662",2012,12,16,-3.5,-4.5,"ibut",2012-12-16,10,10,0,"H",2,1,"HB"
"3892",2012,12,17,-2.5,-4,"ibut",2012-12-17,10,10,0,"H",2,1,"HB"
"4122",2012,12,18,-3.5,-5,"ibut",2012-12-18,10,10,0,"H",2,1,"HB"
"4352",2012,12,19,-4.5,-5.5,"ibut",2012-12-19,10,10,0,"H",2,1,"HB"
"4582",2012,12,20,-3.5,-5,"ibut",2012-12-20,10,10,0,"H",2,1,"HB"
"4814",2012,12,21,-3,-3.5,"ibut",2012-12-21,10,10,0,"H",2,1,"HB"
"5042",2012,12,22,-3,-3.5,"ibut",2012-12-22,10,10,0,"H",2,1,"HB"
"5272",2012,12,23,-3,-3,"ibut",2012-12-23,10,10,0,"H",2,1,"HB"
"5502",2012,12,24,-3,-3.5,"ibut",2012-12-24,10,10,0,"H",2,1,"HB"
"5732",2012,12,25,-3,-3.5,"ibut",2012-12-25,10,10,0,"H",2,1,"HB"
"5952",2012,12,26,-3,-3.5,"ibut",2012-12-26,10,10,0,"H",2,1,"HB"
"6172",2012,12,27,-3,-3.5,"ibut",2012-12-27,10,10,0,"H",2,1,"HB"
"6392",2012,12,28,-3,-4,"ibut",2012-12-28,10,10,0,"H",2,1,"HB"
"6592",2012,12,29,-3.5,-4,"ibut",2012-12-29,10,10,0,"H",2,1,"HB"
"6792",2012,12,30,-3.5,-4.5,"ibut",2012-12-30,10,10,0,"H",2,1,"HB"
"6922",2012,12,31,-2.5,-4,"ibut",2012-12-31,10,10,0,"H",2,1,"HB"
"1306",2013,1,1,-3,-4.5,"ibut",2013-01-01,10,10,0,"H",1,1,"HB"
"2316",2013,1,2,-2.5,-4.5,"ibut",2013-01-02,10,10,0,"H",1,1,"HB"
"4614",2013,1,3,-1.5,-3.5,"ibut",2013-01-03,10,10,0,"H",1,1,"HB"
"6914",2013,1,4,-2,-4,"ibut",2013-01-04,10,10,0,"H",1,1,"HB"
"9214",2013,1,5,-2,-4.5,"ibut",2013-01-05,10,10,0,"H",1,1,"HB"
"11514",2013,1,6,-3.5,-4.5,"ibut",2013-01-06,10,10,0,"H",1,1,"HB"
"1384",2013,1,7,-3.5,-5,"ibut",2013-01-07,10,10,0,"H",1,1,"HB"
"1616",2013,1,8,-4,-4.5,"ibut",2013-01-08,10,10,0,"H",1,1,"HB"
"1844",2013,1,9,-2.5,-3.5,"ibut",2013-01-09,10,10,0,"H",1,1,"HB"
"2074",2013,1,10,-2.5,-2.5,"ibut",2013-01-10,10,10,0,"H",1,1,"HB"
"2304",2013,1,11,-2,-2.5,"ibut",2013-01-11,10,10,0,"H",1,1,"HB"
"2534",2013,1,12,-2,-2.5,"ibut",2013-01-12,10,10,0,"H",1,1,"HB"
"2764",2013,1,13,-2.5,-2.5,"ibut",2013-01-13,10,10,0,"H",1,1,"HB"
"2994",2013,1,14,-2,-2.5,"ibut",2013-01-14,10,10,0,"H",1,1,"HB"
"3224",2013,1,15,-2,-2,"ibut",2013-01-15,10,10,0,"H",1,1,"HB"
"3452",2013,1,16,-1.5,-2,"ibut",2013-01-16,10,10,0,"H",2,1,"HB"
"3682",2013,1,17,-1.5,-1.5,"ibut",2013-01-17,10,10,0,"H",2,1,"HB"
"3914",2013,1,18,-1.5,-1.5,"ibut",2013-01-18,10,10,0,"H",2,1,"HB"
"4142",2013,1,19,-1.5,-1.5,"ibut",2013-01-19,10,10,0,"H",2,1,"HB"
"4372",2013,1,20,-1.5,-2,"ibut",2013-01-20,10,10,0,"H",2,1,"HB"
"4602",2013,1,21,-2,-2,"ibut",2013-01-21,10,10,0,"H",2,1,"HB"
"4832",2013,1,22,-2,-2,"ibut",2013-01-22,10,10,0,"H",2,1,"HB"
"5062",2013,1,23,-1.5,-2,"ibut",2013-01-23,10,10,0,"H",2,1,"HB"
"5292",2013,1,24,-1.5,-1.5,"ibut",2013-01-24,10,10,0,"H",2,1,"HB"
"5522",2013,1,25,-1.5,-2,"ibut",2013-01-25,10,10,0,"H",2,1,"HB"
"5752",2013,1,26,-1.5,-2,"ibut",2013-01-26,10,10,0,"H",2,1,"HB"
"5972",2013,1,27,-2,-2.5,"ibut",2013-01-27,10,10,0,"H",2,1,"HB"
"6192",2013,1,28,-2.5,-2.5,"ibut",2013-01-28,10,10,0,"H",2,1,"HB"
"6414",2013,1,29,-2.5,-2.5,"ibut",2013-01-29,10,10,0,"H",2,1,"HB"
"6614",2013,1,30,-2.5,-2.5,"ibut",2013-01-30,10,10,0,"H",2,1,"HB"
"6814",2013,1,31,-2.5,-3,"ibut",2013-01-31,10,10,0,"H",2,1,"HB"
"3106",2013,2,1,-2.5,-2.5,"ibut",2013-02-01,10,10,0,"H",1,1,"HB"
"2517",2013,2,2,-2,-2.5,"ibut",2013-02-02,10,10,0,"H",1,1,"HB"
"4815",2013,2,3,-2,-2,"ibut",2013-02-03,10,10,0,"H",1,1,"HB"
"7114",2013,2,4,-2,-2,"ibut",2013-02-04,10,10,0,"H",1,1,"HB"
"9414",2013,2,5,-2,-2,"ibut",2013-02-05,10,10,0,"H",1,1,"HB"
"11714",2013,2,6,-2,-2,"ibut",2013-02-06,10,10,0,"H",1,1,"HB"
"1404",2013,2,7,-2,-2.5,"ibut",2013-02-07,10,10,0,"H",1,1,"HB"
"1634",2013,2,8,-2,-2.5,"ibut",2013-02-08,10,10,0,"H",1,1,"HB"
"1864",2013,2,9,-2.5,-2.5,"ibut",2013-02-09,10,10,0,"H",1,1,"HB"
"2094",2013,2,10,-2,-2.5,"ibut",2013-02-10,10,10,0,"H",1,1,"HB"
"2324",2013,2,11,-2,-2,"ibut",2013-02-11,10,10,0,"H",1,1,"HB"
"2554",2013,2,12,-2,-2,"ibut",2013-02-12,10,10,0,"H",1,1,"HB"
"2784",2013,2,13,-2,-2,"ibut",2013-02-13,10,10,0,"H",1,1,"HB"
"3016",2013,2,14,-2,-3,"ibut",2013-02-14,10,10,0,"H",1,1,"HB"
"3243",2013,2,15,-2.5,-3,"ibut",2013-02-15,10,10,0,"H",1,1,"HB"
"3472",2013,2,16,-2,-2.5,"ibut",2013-02-16,10,10,0,"H",2,1,"HB"
"3702",2013,2,17,-2,-2,"ibut",2013-02-17,10,10,0,"H",2,1,"HB"
"3932",2013,2,18,-2,-2,"ibut",2013-02-18,10,10,0,"H",2,1,"HB"
"4162",2013,2,19,-1.5,-2,"ibut",2013-02-19,10,10,0,"H",2,1,"HB"
"4392",2013,2,20,-1.5,-1.5,"ibut",2013-02-20,10,10,0,"H",2,1,"HB"
"4622",2013,2,21,-1.5,-2,"ibut",2013-02-21,10,10,0,"H",2,1,"HB"
"4852",2013,2,22,-2,-2,"ibut",2013-02-22,10,10,0,"H",2,1,"HB"
"5082",2013,2,23,-2,-2,"ibut",2013-02-23,10,10,0,"H",2,1,"HB"
"5314",2013,2,24,-2.5,-2.5,"ibut",2013-02-24,10,10,0,"H",2,1,"HB"
"5542",2013,2,25,-2.5,-2.5,"ibut",2013-02-25,10,10,0,"H",2,1,"HB"
"5772",2013,2,26,-2.5,-2.5,"ibut",2013-02-26,10,10,0,"H",2,1,"HB"
"5992",2013,2,27,-2.5,-3,"ibut",2013-02-27,10,10,0,"H",2,1,"HB"
"6214",2013,2,28,-2.5,-3,"ibut",2013-02-28,10,10,0,"H",2,1,"HB"
"5104",2013,3,1,-1.5,-2.5,"ibut",2013-03-01,10,10,0,"H",1,1,"HB"
"2716",2013,3,2,-1,-1.5,"ibut",2013-03-02,10,10,0,"H",1,1,"HB"
"5014",2013,3,3,-1,-1.5,"ibut",2013-03-03,10,10,0,"H",1,1,"HB"
"7314",2013,3,4,-1.5,-1.5,"ibut",2013-03-04,10,10,0,"H",1,1,"HB"
"9614",2013,3,5,-1.5,-1.5,"ibut",2013-03-05,10,10,0,"H",1,1,"HB"
"11914",2013,3,6,-1.5,-1.5,"ibut",2013-03-06,10,10,0,"H",1,1,"HB"
"1424",2013,3,7,-1.5,-1.5,"ibut",2013-03-07,10,10,0,"H",1,1,"HB"
"1654",2013,3,8,-1.5,-1.5,"ibut",2013-03-08,10,10,0,"H",1,1,"HB"
"1884",2013,3,9,-1.5,-1.5,"ibut",2013-03-09,10,10,0,"H",1,1,"HB"
"2117",2013,3,10,-1,-1.5,"ibut",2013-03-10,10,10,0,"H",1,1,"HB"
"2344",2013,3,11,-1,-1,"ibut",2013-03-11,10,10,0,"H",1,1,"HB"
"2574",2013,3,12,-1,-1,"ibut",2013-03-12,10,10,0,"H",1,1,"HB"
"2804",2013,3,13,-1,-1,"ibut",2013-03-13,10,10,0,"H",1,1,"HB"
"3034",2013,3,14,-0.5,-1,"ibut",2013-03-14,10,10,0,"H",1,1,"HB"
"3263",2013,3,15,0,-0.5,"ibut",2013-03-15,10,10,0,"H",1,1,"HB"
"3492",2013,3,16,0,0,"ibut",2013-03-16,10,10,0,"H",2,1,"HB"
"3722",2013,3,17,0,0,"ibut",2013-03-17,10,10,0,"H",2,1,"HB"
"3952",2013,3,18,0,-0.5,"ibut",2013-03-18,10,10,0,"H",2,1,"HB"
"4182",2013,3,19,-0.5,-0.5,"ibut",2013-03-19,10,10,0,"H",2,1,"HB"
"4415",2013,3,20,-0.5,-0.5,"ibut",2013-03-20,10,10,0,"H",2,1,"HB"
"4642",2013,3,21,-0.5,-0.5,"ibut",2013-03-21,10,10,0,"H",2,1,"HB"
"4872",2013,3,22,-0.5,-0.5,"ibut",2013-03-22,10,10,0,"H",2,1,"HB"
"5105",2013,3,23,-0.5,-1,"ibut",2013-03-23,10,10,0,"H",2,1,"HB"
"5332",2013,3,24,-0.5,-1,"ibut",2013-03-24,10,10,0,"H",2,1,"HB"
"5562",2013,3,25,-1,-1,"ibut",2013-03-25,10,10,0,"H",2,1,"HB"
"5792",2013,3,26,-1,-1,"ibut",2013-03-26,10,10,0,"H",2,1,"HB"
"6014",2013,3,27,0,-1,"ibut",2013-03-27,10,10,0,"H",2,1,"HB"
"6232",2013,3,28,0,0,"ibut",2013-03-28,10,10,0,"H",2,1,"HB"
"6432",2013,3,29,0,0,"ibut",2013-03-29,10,10,0,"H",2,1,"HB"
"6632",2013,3,30,0,0,"ibut",2013-03-30,10,10,0,"H",2,1,"HB"
"6832",2013,3,31,0,0,"ibut",2013-03-31,10,10,0,"H",2,1,"HB"
"7104",2013,4,1,0,0,"ibut",2013-04-01,10,10,0,"H",1,1,"HB"
"2917",2013,4,2,0,0,"ibut",2013-04-02,10,10,0,"H",1,1,"HB"
"5215",2013,4,3,0,0,"ibut",2013-04-03,10,10,0,"H",1,1,"HB"
"7514",2013,4,4,0,0,"ibut",2013-04-04,10,10,0,"H",1,1,"HB"
"9814",2013,4,5,0,0,"ibut",2013-04-05,10,10,0,"H",1,1,"HB"
"12114",2013,4,6,0,0,"ibut",2013-04-06,10,10,0,"H",1,1,"HB"
"1444",2013,4,7,0,0,"ibut",2013-04-07,10,10,0,"H",1,1,"HB"
"1674",2013,4,8,0,0,"ibut",2013-04-08,10,10,0,"H",1,1,"HB"
"1904",2013,4,9,0,0,"ibut",2013-04-09,10,10,0,"H",1,1,"HB"
"2134",2013,4,10,0,0,"ibut",2013-04-10,10,10,0,"H",1,1,"HB"
"2364",2013,4,11,0,0,"ibut",2013-04-11,10,10,0,"H",1,1,"HB"
"2594",2013,4,12,0,0,"ibut",2013-04-12,10,10,0,"H",1,1,"HB"
"2824",2013,4,13,0,0,"ibut",2013-04-13,10,10,0,"H",1,1,"HB"
"3054",2013,4,14,0,0,"ibut",2013-04-14,10,10,0,"H",1,1,"HB"
"3283",2013,4,15,0,0,"ibut",2013-04-15,10,10,0,"H",1,1,"HB"
"3514",2013,4,16,0,0,"ibut",2013-04-16,10,10,0,"H",2,1,"HB"
"3742",2013,4,17,0,0,"ibut",2013-04-17,10,10,0,"H",2,1,"HB"
"3972",2013,4,18,0,0,"ibut",2013-04-18,10,10,0,"H",2,1,"HB"
"4202",2013,4,19,0,0,"ibut",2013-04-19,10,10,0,"H",2,1,"HB"
"4432",2013,4,20,0,0,"ibut",2013-04-20,10,10,0,"H",2,1,"HB"
"4662",2013,4,21,0,0,"ibut",2013-04-21,10,10,0,"H",2,1,"HB"
"4892",2013,4,22,0,0,"ibut",2013-04-22,10,10,0,"H",2,1,"HB"
"5122",2013,4,23,0,0,"ibut",2013-04-23,10,10,0,"H",2,1,"HB"
"5352",2013,4,24,0,0,"ibut",2013-04-24,10,10,0,"H",2,1,"HB"
"5582",2013,4,25,0,0,"ibut",2013-04-25,10,10,0,"H",2,1,"HB"
"5814",2013,4,26,0,0,"ibut",2013-04-26,10,10,0,"H",2,1,"HB"
"6032",2013,4,27,0,0,"ibut",2013-04-27,10,10,0,"H",2,1,"HB"
"6252",2013,4,28,0,0,"ibut",2013-04-28,10,10,0,"H",2,1,"HB"
"6452",2013,4,29,0,0,"ibut",2013-04-29,10,10,0,"H",2,1,"HB"
"6652",2013,4,30,0,0,"ibut",2013-04-30,10,10,0,"H",2,1,"HB"
"9104",2013,5,1,0,0,"ibut",2013-05-01,10,10,0,"H",1,1,"HB"
"3116",2013,5,2,0,0,"ibut",2013-05-02,10,10,0,"H",1,1,"HB"
"5414",2013,5,3,0,0,"ibut",2013-05-03,10,10,0,"H",1,1,"HB"
"7714",2013,5,4,0,0,"ibut",2013-05-04,10,10,0,"H",1,1,"HB"
"10014",2013,5,5,0,0,"ibut",2013-05-05,10,10,0,"H",1,1,"HB"
"12314",2013,5,6,0,0,"ibut",2013-05-06,10,10,0,"H",1,1,"HB"
"1464",2013,5,7,0,0,"ibut",2013-05-07,10,10,0,"H",1,1,"HB"
"1694",2013,5,8,0,0,"ibut",2013-05-08,10,10,0,"H",1,1,"HB"
"1924",2013,5,9,0,0,"ibut",2013-05-09,10,10,0,"H",1,1,"HB"
"2154",2013,5,10,0,0,"ibut",2013-05-10,10,10,0,"H",1,1,"HB"
"2384",2013,5,11,12.5,0,"ibut",2013-05-11,12.5,10,1.25,"H",1,1,"HB"
"2616",2013,5,12,15.5,7,"ibut",2013-05-12,15.5,10,2.75,"H",1,1,"HB"
"2844",2013,5,13,14,4,"ibut",2013-05-13,14,10,2,"H",1,1,"HB"
"3074",2013,5,14,9,-0.5,"ibut",2013-05-14,10,10,0,"H",1,1,"HB"
"3303",2013,5,15,16.5,-1,"ibut",2013-05-15,16.5,10,3.25,"H",1,1,"HB"
"3532",2013,5,16,8.5,2.5,"ibut",2013-05-16,10,10,0,"H",2,1,"HB"
"3762",2013,5,17,13,-1.5,"ibut",2013-05-17,13,10,1.5,"H",2,1,"HB"
"3992",2013,5,18,6.5,2,"ibut",2013-05-18,10,10,0,"H",2,1,"HB"
"4222",2013,5,19,4.5,0.5,"ibut",2013-05-19,10,10,0,"H",2,1,"HB"
"4452",2013,5,20,11.5,0,"ibut",2013-05-20,11.5,10,0.75,"H",2,1,"HB"
"4682",2013,5,21,16.5,3.5,"ibut",2013-05-21,16.5,10,3.25,"H",2,1,"HB"
"4914",2013,5,22,2.5,0,"ibut",2013-05-22,10,10,0,"H",2,1,"HB"
"5142",2013,5,23,0,0,"ibut",2013-05-23,10,10,0,"H",2,1,"HB"
"5372",2013,5,24,0,0,"ibut",2013-05-24,10,10,0,"H",2,1,"HB"
"5602",2013,5,25,0,0,"ibut",2013-05-25,10,10,0,"H",2,1,"HB"
"5832",2013,5,26,0.5,0,"ibut",2013-05-26,10,10,0,"H",2,1,"HB"
"6052",2013,5,27,0.5,0,"ibut",2013-05-27,10,10,0,"H",2,1,"HB"
"6272",2013,5,28,1.5,0,"ibut",2013-05-28,10,10,0,"H",2,1,"HB"
"6472",2013,5,29,3,0,"ibut",2013-05-29,10,10,0,"H",2,1,"HB"
"6672",2013,5,30,7.5,1,"ibut",2013-05-30,10,10,0,"H",2,1,"HB"
"6852",2013,5,31,6.5,1.5,"ibut",2013-05-31,10,10,0,"H",2,1,"HB"
"11104",2013,6,1,13,0.5,"ibut",2013-06-01,13,10,1.5,"H",1,1,"HB"
"3315",2013,6,2,5,2,"ibut",2013-06-02,10,10,0,"H",1,1,"HB"
"5614",2013,6,3,2.5,0,"ibut",2013-06-03,10,10,0,"H",1,1,"HB"
"7914",2013,6,4,15.5,-2,"ibut",2013-06-04,15.5,10,2.75,"H",1,1,"HB"
"10214",2013,6,5,15.5,3,"ibut",2013-06-05,15.5,10,2.75,"H",1,1,"HB"
"12513",2013,6,6,24.5,4.5,"ibut",2013-06-06,24.5,10,7.25,"H",1,1,"HB"
"1484",2013,6,7,24,8,"ibut",2013-06-07,24,10,7,"H",1,1,"HB"
"1717",2013,6,8,21,4,"ibut",2013-06-08,21,10,5.5,"H",1,1,"HB"
"1944",2013,6,9,10.5,1.5,"ibut",2013-06-09,10.5,10,0.25,"H",1,1,"HB"
"2174",2013,6,10,12.5,2.5,"ibut",2013-06-10,12.5,10,1.25,"H",1,1,"HB"
"2404",2013,6,11,12,2.5,"ibut",2013-06-11,12,10,1,"H",1,1,"HB"
"2634",2013,6,12,22,2.5,"ibut",2013-06-12,22,10,6,"H",1,1,"HB"
"2864",2013,6,13,10,3,"ibut",2013-06-13,10,10,0,"H",1,1,"HB"
"3094",2013,6,14,10.5,1.5,"ibut",2013-06-14,10.5,10,0.25,"H",1,1,"HB"
"3323",2013,6,15,21.5,2.5,"ibut",2013-06-15,21.5,10,5.75,"H",1,1,"HB"
"3552",2013,6,16,15,0.5,"ibut",2013-06-16,15,10,2.5,"H",2,1,"HB"
"3782",2013,6,17,22,5,"ibut",2013-06-17,22,10,6,"H",2,1,"HB"
"4015",2013,6,18,19.5,5,"ibut",2013-06-18,19.5,10,4.75,"H",2,1,"HB"
"4242",2013,6,19,8.5,6.5,"ibut",2013-06-19,10,10,0,"H",2,1,"HB"
"4472",2013,6,20,7,2,"ibut",2013-06-20,10,10,0,"H",2,1,"HB"
"4702",2013,6,21,11,3.5,"ibut",2013-06-21,11,10,0.5,"H",2,1,"HB"
"4932",2013,6,22,19.5,1.5,"ibut",2013-06-22,19.5,10,4.75,"H",2,1,"HB"
"5162",2013,6,23,16.5,4,"ibut",2013-06-23,16.5,10,3.25,"H",2,1,"HB"
"5392",2013,6,24,16.5,5,"ibut",2013-06-24,16.5,10,3.25,"H",2,1,"HB"
"5622",2013,6,25,18.5,7,"ibut",2013-06-25,18.5,10,4.25,"H",2,1,"HB"
"5852",2013,6,26,18,4,"ibut",2013-06-26,18,10,4,"H",2,1,"HB"
"6072",2013,6,27,22,6,"ibut",2013-06-27,22,10,6,"H",2,1,"HB"
"6292",2013,6,28,22.5,7.5,"ibut",2013-06-28,22.5,10,6.25,"H",2,1,"HB"
"6492",2013,6,29,23.5,8,"ibut",2013-06-29,23.5,10,6.75,"H",2,1,"HB"
"6692",2013,6,30,24.5,7.5,"ibut",2013-06-30,24.5,10,7.25,"H",2,1,"HB"
"1316",2013,7,1,29,10,"ibut",2013-07-01,29,10,9.5,"H",1,0,"HB"
"3515",2013,7,2,31,15,"ibut",2013-07-02,30,15,12.5,"H",1,0,"HB"
"5815",2013,7,3,17.5,12.5,"ibut",2013-07-03,17.5,12.5,5,"H",1,0,"HB"
"8114",2013,7,4,26,10.5,"ibut",2013-07-04,26,10.5,8.25,"H",1,0,"HB"
"10414",2013,7,5,11.5,7,"ibut",2013-07-05,11.5,10,0.75,"H",1,1,"HB"
"12713",2013,7,6,21,5,"ibut",2013-07-06,21,10,5.5,"H",1,1,"HB"
"1504",2013,7,7,15.5,4.5,"ibut",2013-07-07,15.5,10,2.75,"H",1,1,"HB"
"1734",2013,7,8,12.5,6,"ibut",2013-07-08,12.5,10,1.25,"H",1,1,"HB"
"1964",2013,7,9,22.5,4.5,"ibut",2013-07-09,22.5,10,6.25,"H",1,1,"HB"
"2194",2013,7,10,24,7,"ibut",2013-07-10,24,10,7,"H",1,1,"HB"
"2424",2013,7,11,26.5,10.5,"ibut",2013-07-11,26.5,10.5,8.5,"H",1,0,"HB"
"2654",2013,7,12,27.5,5.5,"ibut",2013-07-12,27.5,10,8.75,"H",1,1,"HB"
"2884",2013,7,13,25,5.5,"ibut",2013-07-13,25,10,7.5,"H",1,1,"HB"
"3117",2013,7,14,29,6,"ibut",2013-07-14,29,10,9.5,"H",1,1,"HB"
"3343",2013,7,15,13.5,5.5,"ibut",2013-07-15,13.5,10,1.75,"H",1,1,"HB"
"3572",2013,7,16,29.5,6.5,"ibut",2013-07-16,29.5,10,9.75,"H",2,1,"HB"
"3802",2013,7,17,30,8,"ibut",2013-07-17,30,10,10,"H",2,1,"HB"
"4032",2013,7,18,30,7.5,"ibut",2013-07-18,30,10,10,"H",2,1,"HB"
"4262",2013,7,19,22.5,8.25,"ibut",2013-07-19,22.5,10,6.25,"H",2,1,"HB"
"4492",2013,7,20,30,7,"ibut",2013-07-20,30,10,10,"H",2,1,"HB"
"4722",2013,7,21,29.75,8.75,"ibut",2013-07-21,29.75,10,9.875,"H",2,1,"HB"
"4952",2013,7,22,26.25,9.25,"ibut",2013-07-22,26.25,10,8.125,"H",2,1,"HB"
"5182",2013,7,23,21.25,9.25,"ibut",2013-07-23,21.25,10,5.625,"H",2,1,"HB"
"5415",2013,7,24,17.75,11.25,"ibut",2013-07-24,17.75,11.25,4.5,"H",2,0,"HB"
"5642",2013,7,25,25.5,10.25,"ibut",2013-07-25,25.5,10.25,7.875,"H",2,0,"HB"
"5862",2013,7,26,29,9.25,"ibut",2013-07-26,29,10,9.5,"H",2,1,"HB"
"6082",2013,7,27,26,8,"ibut",2013-07-27,26,10,8,"H",2,1,"HB"
"6302",2013,7,28,14.5,7.5,"ibut",2013-07-28,14.5,10,2.25,"H",2,1,"HB"
"6502",2013,7,29,7.5,4.5,"ibut",2013-07-29,10,10,0,"H",2,1,"HB"
"6702",2013,7,30,16.25,2,"ibut",2013-07-30,16.25,10,3.125,"H",2,1,"HB"
"6872",2013,7,31,25.5,4.5,"ibut",2013-07-31,25.5,10,7.75,"H",2,1,"HB"
"1416",2013,8,1,14.5,9,"ibut",2013-08-01,14.5,10,2.25,"H",1,1,"HB"
"3714",2013,8,2,11.75,7.75,"ibut",2013-08-02,11.75,10,0.875,"H",1,1,"HB"
"6015",2013,8,3,17.5,7,"ibut",2013-08-03,17.5,10,3.75,"H",1,1,"HB"
"8314",2013,8,4,19.25,8.25,"ibut",2013-08-04,19.25,10,4.625,"H",1,1,"HB"
"10614",2013,8,5,20.25,7.5,"ibut",2013-08-05,20.25,10,5.125,"H",1,1,"HB"
"12913",2013,8,6,24.75,6.75,"ibut",2013-08-06,24.75,10,7.375,"H",1,1,"HB"
"1524",2013,8,7,18.75,7.25,"ibut",2013-08-07,18.75,10,4.375,"H",1,1,"HB"
"1754",2013,8,8,14,8.75,"ibut",2013-08-08,14,10,2,"H",1,1,"HB"
"1984",2013,8,9,23.75,8.25,"ibut",2013-08-09,23.75,10,6.875,"H",1,1,"HB"
"2216",2013,8,10,23.75,9.25,"ibut",2013-08-10,23.75,10,6.875,"H",1,1,"HB"
"2444",2013,8,11,25.75,8.75,"ibut",2013-08-11,25.75,10,7.875,"H",1,1,"HB"
"2674",2013,8,12,23.75,10.5,"ibut",2013-08-12,23.75,10.5,7.125,"H",1,0,"HB"
"2904",2013,8,13,24.75,7.25,"ibut",2013-08-13,24.75,10,7.375,"H",1,1,"HB"
"3134",2013,8,14,29.25,10.25,"ibut",2013-08-14,29.25,10.25,9.75,"H",1,0,"HB"
"3363",2013,8,15,25.5,9.75,"ibut",2013-08-15,25.5,10,7.75,"H",1,1,"HB"
"3592",2013,8,16,28.75,9.25,"ibut",2013-08-16,28.75,10,9.375,"H",2,1,"HB"
"3822",2013,8,17,24.5,7.5,"ibut",2013-08-17,24.5,10,7.25,"H",2,1,"HB"
"4052",2013,8,18,28,8.25,"ibut",2013-08-18,28,10,9,"H",2,1,"HB"
"4282",2013,8,19,26.5,8.25,"ibut",2013-08-19,26.5,10,8.25,"H",2,1,"HB"
"4514",2013,8,20,26.5,3.75,"ibut",2013-08-20,26.5,10,8.25,"H",2,1,"HB"
"4742",2013,8,21,26,3.75,"ibut",2013-08-21,26,10,8,"H",2,1,"HB"
"4972",2013,8,22,28.75,7,"ibut",2013-08-22,28.75,10,9.375,"H",2,1,"HB"
"5202",2013,8,23,14.25,8.5,"ibut",2013-08-23,14.25,10,2.125,"H",2,1,"HB"
"5432",2013,8,24,27.25,6.25,"ibut",2013-08-24,27.25,10,8.625,"H",2,1,"HB"
"5662",2013,8,25,24.5,7.75,"ibut",2013-08-25,24.5,10,7.25,"H",2,1,"HB"
"5882",2013,8,26,25.5,8,"ibut",2013-08-26,25.5,10,7.75,"H",2,1,"HB"
"6104",2013,8,27,25.5,6.25,"ibut",2013-08-27,25.5,10,7.75,"H",2,1,"HB"
"6322",2013,8,28,23.25,6.5,"ibut",2013-08-28,23.25,10,6.625,"H",2,1,"HB"
"6522",2013,8,29,26.75,6.75,"ibut",2013-08-29,26.75,10,8.375,"H",2,1,"HB"
"6722",2013,8,30,20.5,7.25,"ibut",2013-08-30,20.5,10,5.25,"H",2,1,"HB"
"6892",2013,8,31,24.5,4.75,"ibut",2013-08-31,24.5,10,7.25,"H",2,1,"HB"
"1617",2013,9,1,31.25,7.25,"ibut",2013-09-01,30,10,10,"H",1,1,"HB"
"3915",2013,9,2,18,11.25,"ibut",2013-09-02,18,11.25,4.625,"H",1,0,"HB"
"6215",2013,9,3,25.75,10.5,"ibut",2013-09-03,25.75,10.5,8.125,"H",1,0,"HB"
"8514",2013,9,4,32.25,10.25,"ibut",2013-09-04,30,10.25,10.125,"H",1,0,"HB"
"10814",2013,9,5,27.5,10.75,"ibut",2013-09-05,27.5,10.75,9.125,"H",1,0,"HB"
"1317",2013,9,6,14,8.75,"ibut",2013-09-06,14,10,2,"H",1,1,"HB"
"1544",2013,9,7,11,7.75,"ibut",2013-09-07,11,10,0.5,"H",1,1,"HB"
"1774",2013,9,8,17.5,6,"ibut",2013-09-08,17.5,10,3.75,"H",1,1,"HB"
"2004",2013,9,9,22.75,8.5,"ibut",2013-09-09,22.75,10,6.375,"H",1,1,"HB"
"2234",2013,9,10,24.5,6,"ibut",2013-09-10,24.5,10,7.25,"H",1,1,"HB"
"2464",2013,9,11,25,7,"ibut",2013-09-11,25,10,7.5,"H",1,1,"HB"
"2694",2013,9,12,27.75,9,"ibut",2013-09-12,27.75,10,8.875,"H",1,1,"HB"
"2924",2013,9,13,25.25,11.5,"ibut",2013-09-13,25.25,11.5,8.375,"H",1,0,"HB"
"3154",2013,9,14,21.5,9,"ibut",2013-09-14,21.5,10,5.75,"H",1,1,"HB"
"3383",2013,9,15,26,8.5,"ibut",2013-09-15,26,10,8,"H",1,1,"HB"
"3615",2013,9,16,19.25,8,"ibut",2013-09-16,19.25,10,4.625,"H",2,1,"HB"
"3842",2013,9,17,17,6,"ibut",2013-09-17,17,10,3.5,"H",2,1,"HB"
"4072",2013,9,18,5.25,0.25,"ibut",2013-09-18,10,10,0,"H",2,1,"HB"
"4302",2013,9,19,2.5,1.25,"ibut",2013-09-19,10,10,0,"H",2,1,"HB"
"4532",2013,9,20,15,1.25,"ibut",2013-09-20,15,10,2.5,"H",2,1,"HB"
