"","year","month","day","Tmax","Tmin","type","date","Tmax30","Tmin10","gdd","half","Tminbelow10","site","transect"
"254",2013,9,14,28.5,6,"ibut",2013-09-14,28.5,10,9.25,1,1,"L","NK"
"272",2013,9,15,28.5,4,"ibut",2013-09-15,28.5,10,9.25,1,1,"L","NK"
"290",2013,9,16,19,5.5,"ibut",2013-09-16,19,10,4.5,2,1,"L","NK"
"308",2013,9,17,21.5,3,"ibut",2013-09-17,21.5,10,5.75,2,1,"L","NK"
"326",2013,9,18,8,3.5,"ibut",2013-09-18,10,10,0,2,1,"L","NK"
"343",2013,9,19,15.5,-0.5,"ibut",2013-09-19,15.5,10,2.75,2,1,"L","NK"
"360",2013,9,20,19.5,-1.5,"ibut",2013-09-20,19.5,10,4.75,2,1,"L","NK"
"377",2013,9,21,17,-1,"ibut",2013-09-21,17,10,3.5,2,1,"L","NK"
"394",2013,9,22,15,2,"ibut",2013-09-22,15,10,2.5,2,1,"L","NK"
"411",2013,9,23,15.5,2,"ibut",2013-09-23,15.5,10,2.75,2,1,"L","NK"
"428",2013,9,24,15,-2.5,"ibut",2013-09-24,15,10,2.5,2,1,"L","NK"
"445",2013,9,25,6.5,2,"ibut",2013-09-25,10,10,0,2,1,"L","NK"
"462",2013,9,26,9.5,0.5,"ibut",2013-09-26,10,10,0,2,1,"L","NK"
"479",2013,9,27,8.5,-3.5,"ibut",2013-09-27,10,10,0,2,1,"L","NK"
"496",2013,9,28,13.5,0,"ibut",2013-09-28,13.5,10,1.75,2,1,"L","NK"
"511",2013,9,29,10,1,"ibut",2013-09-29,10,10,0,2,1,"L","NK"
"526",2013,9,30,10,1,"ibut",2013-09-30,10,10,0,2,1,"L","NK"
"13",2013,10,1,9,-2,"ibut",2013-10-01,10,10,0,1,1,"L","NK"
"31",2013,10,2,7,-5.5,"ibut",2013-10-02,10,10,0,1,1,"L","NK"
"49",2013,10,3,7,-2.5,"ibut",2013-10-03,10,10,0,1,1,"L","NK"
"67",2013,10,4,4,-7,"ibut",2013-10-04,10,10,0,1,1,"L","NK"
"86",2013,10,5,13,-1.5,"ibut",2013-10-05,13,10,1.5,1,1,"L","NK"
"105",2013,10,6,16.5,2,"ibut",2013-10-06,16.5,10,3.25,1,1,"L","NK"
"124",2013,10,7,8.5,-2,"ibut",2013-10-07,10,10,0,1,1,"L","NK"
"143",2013,10,8,8.5,0.5,"ibut",2013-10-08,10,10,0,1,1,"L","NK"
"162",2013,10,9,3.5,-4.5,"ibut",2013-10-09,10,10,0,1,1,"L","NK"
"181",2013,10,10,8.5,-0.5,"ibut",2013-10-10,10,10,0,1,1,"L","NK"
"200",2013,10,11,4,-5,"ibut",2013-10-11,10,10,0,1,1,"L","NK"
"219",2013,10,12,6,-4.5,"ibut",2013-10-12,10,10,0,1,1,"L","NK"
"238",2013,10,13,7,-1.5,"ibut",2013-10-13,10,10,0,1,1,"L","NK"
"256",2013,10,14,-1,-8,"ibut",2013-10-14,10,10,0,1,1,"L","NK"
"274",2013,10,15,6.5,-8,"ibut",2013-10-15,10,10,0,1,1,"L","NK"
"292",2013,10,16,3,-2,"ibut",2013-10-16,10,10,0,2,1,"L","NK"
"310",2013,10,17,5,-6,"ibut",2013-10-17,10,10,0,2,1,"L","NK"
"328",2013,10,18,3,-7,"ibut",2013-10-18,10,10,0,2,1,"L","NK"
"345",2013,10,19,6,-5.5,"ibut",2013-10-19,10,10,0,2,1,"L","NK"
"362",2013,10,20,3.5,-6,"ibut",2013-10-20,10,10,0,2,1,"L","NK"
"379",2013,10,21,3,-5,"ibut",2013-10-21,10,10,0,2,1,"L","NK"
"396",2013,10,22,2.5,-5.5,"ibut",2013-10-22,10,10,0,2,1,"L","NK"
"413",2013,10,23,2.5,-2.5,"ibut",2013-10-23,10,10,0,2,1,"L","NK"
"430",2013,10,24,4.5,-5.5,"ibut",2013-10-24,10,10,0,2,1,"L","NK"
"447",2013,10,25,1.5,-6.5,"ibut",2013-10-25,10,10,0,2,1,"L","NK"
"464",2013,10,26,6,-7,"ibut",2013-10-26,10,10,0,2,1,"L","NK"
"481",2013,10,27,1.5,-0.5,"ibut",2013-10-27,10,10,0,2,1,"L","NK"
"498",2013,10,28,-0.5,-1.5,"ibut",2013-10-28,10,10,0,2,1,"L","NK"
"513",2013,10,29,-1.5,-2,"ibut",2013-10-29,10,10,0,2,1,"L","NK"
"528",2013,10,30,-0.5,-2,"ibut",2013-10-30,10,10,0,2,1,"L","NK"
"540",2013,10,31,-0.5,-1,"ibut",2013-10-31,10,10,0,2,1,"L","NK"
"15",2013,11,1,-0.5,-2.5,"ibut",2013-11-01,10,10,0,1,1,"L","NK"
"33",2013,11,2,-0.5,-1,"ibut",2013-11-02,10,10,0,1,1,"L","NK"
"51",2013,11,3,-0.5,-0.5,"ibut",2013-11-03,10,10,0,1,1,"L","NK"
"69",2013,11,4,-0.5,-1.5,"ibut",2013-11-04,10,10,0,1,1,"L","NK"
"88",2013,11,5,-1.5,-2,"ibut",2013-11-05,10,10,0,1,1,"L","NK"
"107",2013,11,6,-1.5,-2,"ibut",2013-11-06,10,10,0,1,1,"L","NK"
"126",2013,11,7,-1,-2,"ibut",2013-11-07,10,10,0,1,1,"L","NK"
"145",2013,11,8,-0.5,-1,"ibut",2013-11-08,10,10,0,1,1,"L","NK"
"164",2013,11,9,-1,-1.5,"ibut",2013-11-09,10,10,0,1,1,"L","NK"
"183",2013,11,10,-1,-1.5,"ibut",2013-11-10,10,10,0,1,1,"L","NK"
"202",2013,11,11,-2,-3,"ibut",2013-11-11,10,10,0,1,1,"L","NK"
"221",2013,11,12,-0.5,-2,"ibut",2013-11-12,10,10,0,1,1,"L","NK"
"240",2013,11,13,0,-0.5,"ibut",2013-11-13,10,10,0,1,1,"L","NK"
"258",2013,11,14,-0.5,-1.5,"ibut",2013-11-14,10,10,0,1,1,"L","NK"
"276",2013,11,15,-0.5,-1.5,"ibut",2013-11-15,10,10,0,1,1,"L","NK"
"294",2013,11,16,-1,-1.5,"ibut",2013-11-16,10,10,0,2,1,"L","NK"
"312",2013,11,17,-1.5,-3,"ibut",2013-11-17,10,10,0,2,1,"L","NK"
"330",2013,11,18,-1,-2,"ibut",2013-11-18,10,10,0,2,1,"L","NK"
"347",2013,11,19,-1,-1.5,"ibut",2013-11-19,10,10,0,2,1,"L","NK"
"364",2013,11,20,-1,-1,"ibut",2013-11-20,10,10,0,2,1,"L","NK"
"381",2013,11,21,-1,-1,"ibut",2013-11-21,10,10,0,2,1,"L","NK"
"398",2013,11,22,-1,-1,"ibut",2013-11-22,10,10,0,2,1,"L","NK"
"415",2013,11,23,-1,-1.5,"ibut",2013-11-23,10,10,0,2,1,"L","NK"
"432",2013,11,24,-1,-1,"ibut",2013-11-24,10,10,0,2,1,"L","NK"
"449",2013,11,25,-1,-1,"ibut",2013-11-25,10,10,0,2,1,"L","NK"
"466",2013,11,26,-1,-1.5,"ibut",2013-11-26,10,10,0,2,1,"L","NK"
"483",2013,11,27,-1.5,-1.5,"ibut",2013-11-27,10,10,0,2,1,"L","NK"
"500",2013,11,28,-1,-2,"ibut",2013-11-28,10,10,0,2,1,"L","NK"
"515",2013,11,29,-0.5,-1,"ibut",2013-11-29,10,10,0,2,1,"L","NK"
"530",2013,11,30,-0.5,-1,"ibut",2013-11-30,10,10,0,2,1,"L","NK"
"17",2013,12,1,-0.5,-1,"ibut",2013-12-01,10,10,0,1,1,"L","NK"
"35",2013,12,2,-1,-1,"ibut",2013-12-02,10,10,0,1,1,"L","NK"
"53",2013,12,3,-1,-1,"ibut",2013-12-03,10,10,0,1,1,"L","NK"
"71",2013,12,4,-1,-1.5,"ibut",2013-12-04,10,10,0,1,1,"L","NK"
"90",2013,12,5,-1.5,-2,"ibut",2013-12-05,10,10,0,1,1,"L","NK"
"109",2013,12,6,-2,-2,"ibut",2013-12-06,10,10,0,1,1,"L","NK"
"128",2013,12,7,-2,-2.5,"ibut",2013-12-07,10,10,0,1,1,"L","NK"
"147",2013,12,8,-2,-2.5,"ibut",2013-12-08,10,10,0,1,1,"L","NK"
"166",2013,12,9,-2,-2,"ibut",2013-12-09,10,10,0,1,1,"L","NK"
"185",2013,12,10,-1.5,-2,"ibut",2013-12-10,10,10,0,1,1,"L","NK"
"204",2013,12,11,-1.5,-2,"ibut",2013-12-11,10,10,0,1,1,"L","NK"
"223",2013,12,12,-1,-1.5,"ibut",2013-12-12,10,10,0,1,1,"L","NK"
"242",2013,12,13,-1,-1,"ibut",2013-12-13,10,10,0,1,1,"L","NK"
"260",2013,12,14,-0.5,-1,"ibut",2013-12-14,10,10,0,1,1,"L","NK"
"278",2013,12,15,-0.5,-0.5,"ibut",2013-12-15,10,10,0,1,1,"L","NK"
"296",2013,12,16,-0.5,-0.5,"ibut",2013-12-16,10,10,0,2,1,"L","NK"
"314",2013,12,17,-0.5,-0.5,"ibut",2013-12-17,10,10,0,2,1,"L","NK"
"332",2013,12,18,-0.5,-0.5,"ibut",2013-12-18,10,10,0,2,1,"L","NK"
"349",2013,12,19,-0.5,-1,"ibut",2013-12-19,10,10,0,2,1,"L","NK"
"366",2013,12,20,-1,-1,"ibut",2013-12-20,10,10,0,2,1,"L","NK"
"383",2013,12,21,-1,-1,"ibut",2013-12-21,10,10,0,2,1,"L","NK"
"400",2013,12,22,-1,-1.5,"ibut",2013-12-22,10,10,0,2,1,"L","NK"
"417",2013,12,23,-1,-1.5,"ibut",2013-12-23,10,10,0,2,1,"L","NK"
"434",2013,12,24,-1,-1,"ibut",2013-12-24,10,10,0,2,1,"L","NK"
"451",2013,12,25,-1,-1,"ibut",2013-12-25,10,10,0,2,1,"L","NK"
"468",2013,12,26,-0.5,-1,"ibut",2013-12-26,10,10,0,2,1,"L","NK"
"485",2013,12,27,-0.5,-0.5,"ibut",2013-12-27,10,10,0,2,1,"L","NK"
"502",2013,12,28,-0.5,-0.5,"ibut",2013-12-28,10,10,0,2,1,"L","NK"
"517",2013,12,29,-1,-1,"ibut",2013-12-29,10,10,0,2,1,"L","NK"
"532",2013,12,30,-1,-1,"ibut",2013-12-30,10,10,0,2,1,"L","NK"
"542",2013,12,31,-1,-1,"ibut",2013-12-31,10,10,0,2,1,"L","NK"
"2",2014,1,1,-1,-1,"ibut",2014-01-01,10,10,0,1,1,"L","NK"
"19",2014,1,2,-0.5,-1,"ibut",2014-01-02,10,10,0,1,1,"L","NK"
"37",2014,1,3,-0.5,-0.5,"ibut",2014-01-03,10,10,0,1,1,"L","NK"
"55",2014,1,4,-0.5,-0.5,"ibut",2014-01-04,10,10,0,1,1,"L","NK"
"73",2014,1,5,-0.5,-1,"ibut",2014-01-05,10,10,0,1,1,"L","NK"
"92",2014,1,6,-1,-1.5,"ibut",2014-01-06,10,10,0,1,1,"L","NK"
"111",2014,1,7,-1,-1.5,"ibut",2014-01-07,10,10,0,1,1,"L","NK"
"130",2014,1,8,-1,-1,"ibut",2014-01-08,10,10,0,1,1,"L","NK"
"149",2014,1,9,-1,-1,"ibut",2014-01-09,10,10,0,1,1,"L","NK"
"168",2014,1,10,-1,-1,"ibut",2014-01-10,10,10,0,1,1,"L","NK"
"187",2014,1,11,-0.5,-1,"ibut",2014-01-11,10,10,0,1,1,"L","NK"
"206",2014,1,12,-0.5,-0.5,"ibut",2014-01-12,10,10,0,1,1,"L","NK"
"225",2014,1,13,-0.5,-0.5,"ibut",2014-01-13,10,10,0,1,1,"L","NK"
"244",2014,1,14,-0.5,-0.5,"ibut",2014-01-14,10,10,0,1,1,"L","NK"
"262",2014,1,15,-0.5,-0.5,"ibut",2014-01-15,10,10,0,1,1,"L","NK"
"280",2014,1,16,-0.5,-0.5,"ibut",2014-01-16,10,10,0,2,1,"L","NK"
"298",2014,1,17,-0.5,-0.5,"ibut",2014-01-17,10,10,0,2,1,"L","NK"
"316",2014,1,18,-0.5,-1,"ibut",2014-01-18,10,10,0,2,1,"L","NK"
"334",2014,1,19,-1,-1,"ibut",2014-01-19,10,10,0,2,1,"L","NK"
"351",2014,1,20,-1,-1,"ibut",2014-01-20,10,10,0,2,1,"L","NK"
"368",2014,1,21,-1,-1,"ibut",2014-01-21,10,10,0,2,1,"L","NK"
"385",2014,1,22,-1,-1,"ibut",2014-01-22,10,10,0,2,1,"L","NK"
"402",2014,1,23,-1,-1,"ibut",2014-01-23,10,10,0,2,1,"L","NK"
"419",2014,1,24,-1,-1,"ibut",2014-01-24,10,10,0,2,1,"L","NK"
"436",2014,1,25,-1,-1,"ibut",2014-01-25,10,10,0,2,1,"L","NK"
"453",2014,1,26,-1,-1,"ibut",2014-01-26,10,10,0,2,1,"L","NK"
"470",2014,1,27,-1,-1,"ibut",2014-01-27,10,10,0,2,1,"L","NK"
"487",2014,1,28,-1,-1.5,"ibut",2014-01-28,10,10,0,2,1,"L","NK"
"504",2014,1,29,-1.5,-1.5,"ibut",2014-01-29,10,10,0,2,1,"L","NK"
"519",2014,1,30,-1,-1.5,"ibut",2014-01-30,10,10,0,2,1,"L","NK"
"534",2014,1,31,-1,-1.5,"ibut",2014-01-31,10,10,0,2,1,"L","NK"
"4",2014,2,1,-1.5,-1.5,"ibut",2014-02-01,10,10,0,1,1,"L","NK"
"21",2014,2,2,-1.5,-1.5,"ibut",2014-02-02,10,10,0,1,1,"L","NK"
"39",2014,2,3,-1.5,-1.5,"ibut",2014-02-03,10,10,0,1,1,"L","NK"
"57",2014,2,4,-1.5,-1.5,"ibut",2014-02-04,10,10,0,1,1,"L","NK"
"75",2014,2,5,-1.5,-1.5,"ibut",2014-02-05,10,10,0,1,1,"L","NK"
"94",2014,2,6,-1.5,-2,"ibut",2014-02-06,10,10,0,1,1,"L","NK"
"113",2014,2,7,-2,-2,"ibut",2014-02-07,10,10,0,1,1,"L","NK"
"132",2014,2,8,-2,-2,"ibut",2014-02-08,10,10,0,1,1,"L","NK"
"151",2014,2,9,-2,-2,"ibut",2014-02-09,10,10,0,1,1,"L","NK"
"170",2014,2,10,-2,-2,"ibut",2014-02-10,10,10,0,1,1,"L","NK"
"189",2014,2,11,-1.5,-2,"ibut",2014-02-11,10,10,0,1,1,"L","NK"
"208",2014,2,12,-1.5,-1.5,"ibut",2014-02-12,10,10,0,1,1,"L","NK"
"227",2014,2,13,-1,-1.5,"ibut",2014-02-13,10,10,0,1,1,"L","NK"
"246",2014,2,14,-1,-1,"ibut",2014-02-14,10,10,0,1,1,"L","NK"
"264",2014,2,15,-1,-1,"ibut",2014-02-15,10,10,0,1,1,"L","NK"
"282",2014,2,16,-1,-1,"ibut",2014-02-16,10,10,0,2,1,"L","NK"
"300",2014,2,17,-0.5,-1,"ibut",2014-02-17,10,10,0,2,1,"L","NK"
"318",2014,2,18,-0.5,-0.5,"ibut",2014-02-18,10,10,0,2,1,"L","NK"
"336",2014,2,19,-0.5,-1,"ibut",2014-02-19,10,10,0,2,1,"L","NK"
"353",2014,2,20,-0.5,-1,"ibut",2014-02-20,10,10,0,2,1,"L","NK"
"370",2014,2,21,-1,-1,"ibut",2014-02-21,10,10,0,2,1,"L","NK"
"387",2014,2,22,-1,-1,"ibut",2014-02-22,10,10,0,2,1,"L","NK"
"404",2014,2,23,-1,-1,"ibut",2014-02-23,10,10,0,2,1,"L","NK"
"421",2014,2,24,-1,-1.5,"ibut",2014-02-24,10,10,0,2,1,"L","NK"
"438",2014,2,25,-1.5,-1.5,"ibut",2014-02-25,10,10,0,2,1,"L","NK"
"455",2014,2,26,-1.5,-1.5,"ibut",2014-02-26,10,10,0,2,1,"L","NK"
"472",2014,2,27,-1.5,-1.5,"ibut",2014-02-27,10,10,0,2,1,"L","NK"
"489",2014,2,28,-1.5,-1.5,"ibut",2014-02-28,10,10,0,2,1,"L","NK"
"6",2014,3,1,-1.5,-1.5,"ibut",2014-03-01,10,10,0,1,1,"L","NK"
"23",2014,3,2,-1.5,-2,"ibut",2014-03-02,10,10,0,1,1,"L","NK"
"41",2014,3,3,-2,-2,"ibut",2014-03-03,10,10,0,1,1,"L","NK"
"59",2014,3,4,-1.5,-2,"ibut",2014-03-04,10,10,0,1,1,"L","NK"
"77",2014,3,5,-1.5,-1.5,"ibut",2014-03-05,10,10,0,1,1,"L","NK"
"96",2014,3,6,-1.5,-1.5,"ibut",2014-03-06,10,10,0,1,1,"L","NK"
"115",2014,3,7,-1,-1,"ibut",2014-03-07,10,10,0,1,1,"L","NK"
"134",2014,3,8,-1,-1,"ibut",2014-03-08,10,10,0,1,1,"L","NK"
"153",2014,3,9,-1,-1,"ibut",2014-03-09,10,10,0,1,1,"L","NK"
"172",2014,3,10,-0.5,-0.5,"ibut",2014-03-10,10,10,0,1,1,"L","NK"
"191",2014,3,11,-0.5,-0.5,"ibut",2014-03-11,10,10,0,1,1,"L","NK"
"210",2014,3,12,-0.5,-1,"ibut",2014-03-12,10,10,0,1,1,"L","NK"
"229",2014,3,13,-0.5,-1,"ibut",2014-03-13,10,10,0,1,1,"L","NK"
"248",2014,3,14,-0.5,-0.5,"ibut",2014-03-14,10,10,0,1,1,"L","NK"
"266",2014,3,15,-0.5,-0.5,"ibut",2014-03-15,10,10,0,1,1,"L","NK"
"284",2014,3,16,-0.5,-0.5,"ibut",2014-03-16,10,10,0,2,1,"L","NK"
"302",2014,3,17,-0.5,-0.5,"ibut",2014-03-17,10,10,0,2,1,"L","NK"
"320",2014,3,18,-0.5,-0.5,"ibut",2014-03-18,10,10,0,2,1,"L","NK"
"338",2014,3,19,-0.5,-0.5,"ibut",2014-03-19,10,10,0,2,1,"L","NK"
"355",2014,3,20,-0.5,-0.5,"ibut",2014-03-20,10,10,0,2,1,"L","NK"
"372",2014,3,21,-0.5,-0.5,"ibut",2014-03-21,10,10,0,2,1,"L","NK"
"389",2014,3,22,-0.5,-0.5,"ibut",2014-03-22,10,10,0,2,1,"L","NK"
"406",2014,3,23,-0.5,-0.5,"ibut",2014-03-23,10,10,0,2,1,"L","NK"
"423",2014,3,24,-0.5,-0.5,"ibut",2014-03-24,10,10,0,2,1,"L","NK"
"440",2014,3,25,-0.5,-1,"ibut",2014-03-25,10,10,0,2,1,"L","NK"
"457",2014,3,26,-0.5,-0.5,"ibut",2014-03-26,10,10,0,2,1,"L","NK"
"474",2014,3,27,-0.5,-0.5,"ibut",2014-03-27,10,10,0,2,1,"L","NK"
"491",2014,3,28,-0.5,-0.5,"ibut",2014-03-28,10,10,0,2,1,"L","NK"
"506",2014,3,29,-0.5,-0.5,"ibut",2014-03-29,10,10,0,2,1,"L","NK"
"521",2014,3,30,-0.5,-0.5,"ibut",2014-03-30,10,10,0,2,1,"L","NK"
"536",2014,3,31,-0.5,-0.5,"ibut",2014-03-31,10,10,0,2,1,"L","NK"
"8",2014,4,1,-0.5,-0.5,"ibut",2014-04-01,10,10,0,1,1,"L","NK"
"25",2014,4,2,-0.5,-0.5,"ibut",2014-04-02,10,10,0,1,1,"L","NK"
"43",2014,4,3,-0.5,-0.5,"ibut",2014-04-03,10,10,0,1,1,"L","NK"
"61",2014,4,4,-0.5,-0.5,"ibut",2014-04-04,10,10,0,1,1,"L","NK"
"79",2014,4,5,-0.5,-0.5,"ibut",2014-04-05,10,10,0,1,1,"L","NK"
"98",2014,4,6,-0.5,-0.5,"ibut",2014-04-06,10,10,0,1,1,"L","NK"
"117",2014,4,7,-0.5,-0.5,"ibut",2014-04-07,10,10,0,1,1,"L","NK"
"136",2014,4,8,-0.5,-0.5,"ibut",2014-04-08,10,10,0,1,1,"L","NK"
"155",2014,4,9,-0.5,-0.5,"ibut",2014-04-09,10,10,0,1,1,"L","NK"
"174",2014,4,10,-0.5,-0.5,"ibut",2014-04-10,10,10,0,1,1,"L","NK"
"193",2014,4,11,0,-0.5,"ibut",2014-04-11,10,10,0,1,1,"L","NK"
"212",2014,4,12,-0.5,-0.5,"ibut",2014-04-12,10,10,0,1,1,"L","NK"
"231",2014,4,13,-0.5,-0.5,"ibut",2014-04-13,10,10,0,1,1,"L","NK"
"250",2014,4,14,0,-0.5,"ibut",2014-04-14,10,10,0,1,1,"L","NK"
"268",2014,4,15,-0.5,-0.5,"ibut",2014-04-15,10,10,0,1,1,"L","NK"
"286",2014,4,16,-0.5,-0.5,"ibut",2014-04-16,10,10,0,2,1,"L","NK"
"304",2014,4,17,-0.5,-0.5,"ibut",2014-04-17,10,10,0,2,1,"L","NK"
"322",2014,4,18,0,-0.5,"ibut",2014-04-18,10,10,0,2,1,"L","NK"
"340",2014,4,19,-0.5,-0.5,"ibut",2014-04-19,10,10,0,2,1,"L","NK"
"357",2014,4,20,-0.5,-0.5,"ibut",2014-04-20,10,10,0,2,1,"L","NK"
"374",2014,4,21,-0.5,-0.5,"ibut",2014-04-21,10,10,0,2,1,"L","NK"
"391",2014,4,22,-0.5,-0.5,"ibut",2014-04-22,10,10,0,2,1,"L","NK"
"408",2014,4,23,0,-0.5,"ibut",2014-04-23,10,10,0,2,1,"L","NK"
"425",2014,4,24,0,-0.5,"ibut",2014-04-24,10,10,0,2,1,"L","NK"
"442",2014,4,25,0,-0.5,"ibut",2014-04-25,10,10,0,2,1,"L","NK"
"459",2014,4,26,0,-0.5,"ibut",2014-04-26,10,10,0,2,1,"L","NK"
"476",2014,4,27,0,-0.5,"ibut",2014-04-27,10,10,0,2,1,"L","NK"
"493",2014,4,28,0,-0.5,"ibut",2014-04-28,10,10,0,2,1,"L","NK"
"508",2014,4,29,4.5,-2.5,"ibut",2014-04-29,10,10,0,2,1,"L","NK"
"523",2014,4,30,17.5,-5.5,"ibut",2014-04-30,17.5,10,3.75,2,1,"L","NK"
"10",2014,5,1,25.5,-3,"ibut",2014-05-01,25.5,10,7.75,1,1,"L","NK"
"27",2014,5,2,6.5,0,"ibut",2014-05-02,10,10,0,1,1,"L","NK"
"45",2014,5,3,0,0,"ibut",2014-05-03,10,10,0,1,1,"L","NK"
"63",2014,5,4,0.5,0,"ibut",2014-05-04,10,10,0,1,1,"L","NK"
"81",2014,5,5,1.5,0,"ibut",2014-05-05,10,10,0,1,1,"L","NK"
"100",2014,5,6,0.5,-0.5,"ibut",2014-05-06,10,10,0,1,1,"L","NK"
"119",2014,5,7,7,-3,"ibut",2014-05-07,10,10,0,1,1,"L","NK"
"138",2014,5,8,16.5,-6.5,"ibut",2014-05-08,16.5,10,3.25,1,1,"L","NK"
"157",2014,5,9,9.5,-4.5,"ibut",2014-05-09,10,10,0,1,1,"L","NK"
"176",2014,5,10,13.5,-0.5,"ibut",2014-05-10,13.5,10,1.75,1,1,"L","NK"
"195",2014,5,11,14,-4,"ibut",2014-05-11,14,10,2,1,1,"L","NK"
"214",2014,5,12,19,-6.5,"ibut",2014-05-12,19,10,4.5,1,1,"L","NK"
"233",2014,5,13,24.5,-6,"ibut",2014-05-13,24.5,10,7.25,1,1,"L","NK"
"252",2014,5,14,23,-4.5,"ibut",2014-05-14,23,10,6.5,1,1,"L","NK"
"270",2014,5,15,25.5,4.5,"ibut",2014-05-15,25.5,10,7.75,1,1,"L","NK"
"288",2014,5,16,24.5,4,"ibut",2014-05-16,24.5,10,7.25,2,1,"L","NK"
"306",2014,5,17,23,1,"ibut",2014-05-17,23,10,6.5,2,1,"L","NK"
"324",2014,5,18,26.5,0.5,"ibut",2014-05-18,26.5,10,8.25,2,1,"L","NK"
"1671",2010,10,6,27.9635,-2.1325,"hobo",2010-10-06,27.9635,10,8.98175,1,1,"L","NK"
"1971",2010,10,7,12.4245,-4.7145,"hobo",2010-10-07,12.4245,10,1.21225,1,1,"L","NK"
"2271",2010,10,8,16.3315,-2.1335,"hobo",2010-10-08,16.3315,10,3.16575,1,1,"L","NK"
"2571",2010,10,9,10.5765,-2.278,"hobo",2010-10-09,10.5765,10,0.28825,1,1,"L","NK"
"2871",2010,10,10,20.7225,3.1675,"hobo",2010-10-10,20.7225,10,5.36125,1,1,"L","NK"
"3171",2010,10,11,5.7695,-2.135,"hobo",2010-10-11,10,10,0,1,1,"L","NK"
"3471",2010,10,12,9.693,-1.9875,"hobo",2010-10-12,10,10,0,1,1,"L","NK"
"3771",2010,10,13,11.004,-5.6305,"hobo",2010-10-13,11.004,10,0.502000000000001,1,1,"L","NK"
"4071",2010,10,14,6.306,-6.208,"hobo",2010-10-14,10,10,0,1,1,"L","NK"
"4371",2010,10,15,2.7835,-2.7575,"hobo",2010-10-15,10,10,0,1,1,"L","NK"
"4671",2010,10,16,-0.789,-3.677,"hobo",2010-10-16,10,10,0,2,1,"L","NK"
"4971",2010,10,17,-0.9585,-4.7925,"hobo",2010-10-17,10,10,0,2,1,"L","NK"
"5271",2010,10,18,0.051,-4.193,"hobo",2010-10-18,10,10,0,2,1,"L","NK"
"557",2010,10,19,0.232,-3.151,"hobo",2010-10-19,10,10,0,2,1,"L","NK"
"587",2010,10,20,0.809,-4.6985,"hobo",2010-10-20,10,10,0,2,1,"L","NK"
"617",2010,10,21,0.4805,-5.133,"hobo",2010-10-21,10,10,0,2,1,"L","NK"
"647",2010,10,22,5.8915,-5.492,"hobo",2010-10-22,10,10,0,2,1,"L","NK"
"677",2010,10,23,5.202,-5.3235,"hobo",2010-10-23,10,10,0,2,1,"L","NK"
"707",2010,10,24,5.4485,-4.873,"hobo",2010-10-24,10,10,0,2,1,"L","NK"
"737",2010,10,25,4.466,-4.8255,"hobo",2010-10-25,10,10,0,2,1,"L","NK"
"767",2010,10,26,4.219,-2.998,"hobo",2010-10-26,10,10,0,2,1,"L","NK"
"797",2010,10,27,3.1405,-7.2995,"hobo",2010-10-27,10,10,0,2,1,"L","NK"
"827",2010,10,28,4.453,-8.537,"hobo",2010-10-28,10,10,0,2,1,"L","NK"
"855",2010,10,29,3.654,-7.412,"hobo",2010-10-29,10,10,0,2,1,"L","NK"
"881",2010,10,30,-1.7435,-8.219,"hobo",2010-10-30,10,10,0,2,1,"L","NK"
"901",2010,10,31,10.6465,-7.0565,"hobo",2010-10-31,10.6465,10,0.32325,2,1,"L","NK"
"2410",2010,11,1,10.341,-2.775,"hobo",2010-11-01,10.341,10,0.170500000000001,1,1,"L","NK"
"5310",2010,11,2,1.561,-6.4685,"hobo",2010-11-02,10,10,0,1,1,"L","NK"
"8210",2010,11,3,0.107,-7.8075,"hobo",2010-11-03,10,10,0,1,1,"L","NK"
"1111",2010,11,4,0.7965,-7.058,"hobo",2010-11-04,10,10,0,1,1,"L","NK"
"1401",2010,11,5,5.6035,-1.4135,"hobo",2010-11-05,10,10,0,1,1,"L","NK"
"1701",2010,11,6,3.6165,-0.8885,"hobo",2010-11-06,10,10,0,1,1,"L","NK"
"2001",2010,11,7,7.7805,-1.4285,"hobo",2010-11-07,10,10,0,1,1,"L","NK"
"2301",2010,11,8,-0.032,-5.184,"hobo",2010-11-08,10,10,0,1,1,"L","NK"
"2601",2010,11,9,-2.103,-5.774,"hobo",2010-11-09,10,10,0,1,1,"L","NK"
"2901",2010,11,10,-0.662,-6.7565,"hobo",2010-11-10,10,10,0,1,1,"L","NK"
"3201",2010,11,11,-0.7465,-8.092,"hobo",2010-11-11,10,10,0,1,1,"L","NK"
"3501",2010,11,12,-0.325,-6.2285,"hobo",2010-11-12,10,10,0,1,1,"L","NK"
"3801",2010,11,13,0.232,-7.027,"hobo",2010-11-13,10,10,0,1,1,"L","NK"
"4101",2010,11,14,-0.1155,-5.3675,"hobo",2010-11-14,10,10,0,1,1,"L","NK"
"4401",2010,11,15,0.135,-3.2745,"hobo",2010-11-15,10,10,0,1,1,"L","NK"
"4701",2010,11,16,-0.283,-0.7605,"hobo",2010-11-16,10,10,0,2,1,"L","NK"
"5001",2010,11,17,-0.789,-1.1285,"hobo",2010-11-17,10,10,0,2,1,"L","NK"
"5301",2010,11,18,-1.1565,-1.413,"hobo",2010-11-18,10,10,0,2,1,"L","NK"
